aconto	adresse	boligtype	delevenlig	depositum	etage	forudbetalt_leje	husdyr_tilladt	indflytningspris	lejeperiode	mŒnedlig_leje	m¿bleret	oprettelsesdato	overtagelsesdato	st¿rrelse	v¾relser	longitude	latitude
750	Parmagade, 2300 K¿benhavn S 	Lejlighed	Ja	44700	1. sal	14900	Nej	75250	Ubegr¾nset	14900	Nej	01/11/2018	ikke snarest	105	3	12,6155102	55,6531805
0	Nordre Frihavnsgade, 2100 K¿benhavn ¯ 	Lejlighed	Nej	10000	5. sal	0	Nej	20000	2-12 mdr.	10000	Ja	01/11/2018	ikke snarest	65	3	12,5813031	55,7016143
0	¯disvej, 6070 Christiansfeld	Lejlighed	Nej	22500	-	7500	Ja	37500	Ubegr¾nset	7500	Nej	01/11/2018	snarest	117	4		
500	Ryesgade, 9000 Aalborg 	Lejlighed	Nej	14700	2. sal	4900	Nej	25000	Ubegr¾nset	4900	Nej	01/11/2018	ikke snarest	65	2	9,9044936	57,0549467
379	Gammel Landevej, 8380 Trige 	Lejlighed	Nej	11670	stuen	3890	Nej	19829	Ubegr¾nset	3890	Nej	01/11/2018	ikke snarest	51	1		
1700	Tellusvej, 4040 Jyllinge	Villa	Nej	36000	-	12000	Nej	61700	2-12 mdr.	12000	Nej	01/11/2018	snarest	130	4	12,1109803	55,7488613
1000	pustervig , 1128 K¿benhavn K 	Lejlighed	Nej	29700	4. sal	9900	Nej	50500	Ubegr¾nset	9900	Nej	01/11/2018	snarest	68	2	12,5755049	55,6824394
700	Sdr. Havnegade, 6000 Kolding 	Lejlighed	Nej	11465	1. sal	7643	Nej	23744	1-2 Œr	3936	Nej	01/11/2018	ikke snarest	62	2	9,4800631	55,4884208
	Toftevejen, 8970 Havndal	Villa	Ja	13350	-		Ja	17800	Ubegr¾nset	4450	Nej	01/11/2018	ikke snarest	76	3		
0	Vandm¿llegŒrdsvej, 7000 Fredericia	R¾kkehus	Nej	23130	-	7710	Nej	38550	Ubegr¾nset	7710	Nej	01/11/2018	snarest	110	4	9,6915299	55,5516847
0	Blomstermarken, 9600 Aars	R¾kkehus	Ja	17000	-		Ja	22433	Ubegr¾nset	5433	Nej	01/11/2018	snarest	85	3		
	rhusvej, 8570 Trustrup 	Lejlighed	Nej	15000	1. sal		Nej	19055	Ubegr¾nset	4055	Nej	01/11/2018	snarest	66	2	10,7644797	56,346007
	Dammen, 6330 Padborg 	Lejlighed	Nej	17760	stuen		Nej	21765	Ubegr¾nset	4005	Nej	01/11/2018	ikke snarest	80	3	9,3537325	54,8238323
1150	Vester F¾lledvej, 1750 K¿benhavn V 	Lejlighed	Nej	42000	stuen		Nej	57150	2+ Œr	14000	Nej	01/11/2018	ikke snarest	80	3		
600	GodthŒbsgade, 8000 Aarhus C 	Lejlighed	Nej	23559	1. sal	7853	Nej	39865	Ubegr¾nset	7853	Nej	01/11/2018	ikke snarest	47	2	10,1975277	56,1476095
735	L¿ven¿rnsgade, 8700 Horsens 	Lejlighed	Nej	16218	1. sal	10812	Nej	33171	Ubegr¾nset	5406	Nej	01/11/2018	ikke snarest	69	2	9,837973	55,8612085
